indicatorNid,indicatorName,parentColumn,unit,subgroup,numerator,denominator,aggregationType,parentType,formId,periodicity,aggregationRule,highIsGood,typeDetailId,area,collection,sector,subsector
2399,"Percentage of  T4 Sessions supervised with theme ""dietary diversity"" where there was very high level of engagement from audience",,percent,#N/A,2359,1869,percent,,7,monthly,,TRUE,,data.F7Q3,org.sdrc.datum19.document.CFInputFormData,T4,T4
2400,"Percentage of  T4 Sessions supervised with theme ""deworming and malaria-effect on anaemia and IFA intake"" where there was very high level of engagement from audience",,percent,#N/A,2360,1870,percent,,7,monthly,,TRUE,,data.F7Q3,org.sdrc.datum19.document.CFInputFormData,T4,T4
2401,"Percentage of  T4 Sessions supervised with theme ""WASH"" where there was very high level of engagement from audience",,percent,#N/A,2361,1871,percent,,7,monthly,,TRUE,,data.F7Q3,org.sdrc.datum19.document.CFInputFormData,T4,T4
2402,"Percentage of Community Engagement Meetings conducted with theme ""WASH""",,percent,#N/A,873,116,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2403,"Community engagement meetings conducted with theme  ""Roles for other stakeholders in ensuring IFA compliance"" with women of reproductive age group (WRA)(15-49)",,number,#N/A,F2Q7,,Count,dropdown,2,monthly,and$eq(data.F2NE1:40),TRUE,35,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2404,"Community engagement meetings conducted with theme  ""Dietary diversity"" with women of reproductive age group (WRA)(15-49)",,number,#N/A,F2Q7,,Count,dropdown,2,monthly,and$eq(data.F2NE1:40),TRUE,36,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2405,"Community engagement meetings conducted with theme  ""Deworming and malaria-effect on anaemia and IFA intake"" with women of reproductive age group (WRA)(15-49)",,number,#N/A,F2Q7,,Count,dropdown,2,monthly,and$eq(data.F2NE1:40),TRUE,37,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2406,"Percentage of community engagement meetings conducted with theme  ""Percentage of women in the area, their life style and their vulnerabilities"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,1264,117,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2407,"Percentage of community engagement meetings conducted with theme  ""What is anaemia, its causes and symptoms"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,1269,118,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2408,"Percentage of community engagement meetings conducted with theme  ""Effects due to anaemia"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,1283,119,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2409,"Percentage of community engagement meetings conducted with theme  ""Addressing anaemia using various approaches"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,1286,120,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2410,"Percentage of community engagement meetings conducted with theme  ""Supplements for anaemia (IFA)"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,1298,121,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2411,"Percentage of community engagement meetings conducted with theme  ""Understanding barriers and opportunities"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,1302,122,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2412,"Percentage of community engagement meetings conducted with theme  ""Roles for other stakeholders in ensuring IFA compliance"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,2403,123,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2413,"Percentage of community engagement meetings conducted with theme  ""Dietary diversity"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,2404,124,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2414,"Percentage of community engagement meetings conducted with theme  ""Deworming and malaria-effect on anaemia and IFA intake"" with women of reproductive age group (WRA)(15-49)",,percent,#N/A,2405,125,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2415,"Community Engagement Meetings conducted with theme ""Deworming and malaria-effect on anaemia and IFA intake"" where media demonstrations were done",,number,#N/A,F2Q12,,count,form,2,monthly,and$eq(data.F2Q7:37),TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2416,"Percentage of Community Engagement Meetings conducted with theme ""Deworming and malaria-effect on anaemia and IFA intake"" where media demonstrations were done",,percent,#N/A,2415,125,percent,indicator,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2417,"Community Engagement Meetings conducted with theme ""WASH"" where media demonstrations were done",,number,#N/A,F2Q12,,count,,2,monthly,and$eq(data.F2Q7:38),TRUE,45,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2418,"Percentage of Community Engagement Meetings conducted with theme ""WASH"" where media demonstrations were done",,percent,#N/A,2417,126,percent,,2,monthly,,TRUE,,data.F2Q3,org.sdrc.datum19.document.CFInputFormData,Community Engagement Meeting,Community Engagement Meeting
2419,"Percentage of Media demo session where Video ""Friendship with health : Ep1: Promo"" was shown ",,percent,#N/A,146,145,Percent,,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2420,"Percentage of Media demo session where Video ""Friendship with health : Ep2 : Sangeeta’s Race"" was shown ",,percent,#N/A,147,145,Percent,,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2421,"Percentage of Media demo session where Video ""Friendship with health : Ep3 : Change in Munni Mausi Attitude"" was shown ",,percent,#N/A,148,145,Percent,,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2422,"Percentage of Media demo session where Video ""Friendship with health : Ep4 : A solution to Sapna’s Dilemma"" was shown ",,percent,#N/A,149,145,Percent,,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2423,"Percentage of Media demo session where Video ""Friendship with health : Ep5:Basanti Mausi's Progressive Thinking"" was shown ",,percent,#N/A,150,145,Percent,,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2424,"Percentage of Media demo session where Video ""Friendship with health : Ep6:Madhu fulfills his responsibility"" was shown ",,percent,#N/A,151,145,Percent,,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2425,Percentage of Media demonstration sessions were conducted Somewhere else,,percent,#N/A,483,145,percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2426,"Percentage of media demonstration sessions where the audience's response to Video ""Friendship with health : Ep6:Madhu fulfills his responsibility"" was good ",,percent,#N/A,596,151,percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2427,audience who gave thumbs down to the video,,number,#N/A,F3Q19,,number,numeric,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2428,Percentage of audience who gave thumbs down to the video,,percent,#N/A,2427,"1,57,42,427",percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2429,"audience who gave thumbs up to the Video ""Friendship with health : Ep1: Promo""",,number,#N/A,F3Q18,,number,numeric,3,monthly,and$in(data.F3Q5:[47]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2430,"audience who gave thumbs up to the Video ""Friendship with health : Ep2 : Sangeeta’s Race""",,number,#N/A,F3Q18,,number,numeric,3,monthly,and$in(data.F3Q5:[48]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2431,"audience who gave thumbs up to the Video ""Friendship with health : Ep3 : Change in Munni Mausi Attitude""",,number,#N/A,F3Q18,,number,numeric,3,monthly,and$in(data.F3Q5:[49]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2432,"audience who gave thumbs up to the Video ""Friendship with health : Ep4 : A solution to Sapna’s Dilemma""",,number,#N/A,F3Q18,,number,numeric,3,monthly,and$in(data.F3Q5:[50]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2433,"audience who gave thumbs up to the Video ""Friendship with health : Ep5:Basanti Mausi's Progressive Thinking""",,number,#N/A,F3Q18,,number,numeric,3,monthly,and$in(data.F3Q5:[51]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2434,"audience who gave thumbs up to the Video ""Friendship with health : Ep6:Madhu fulfills his responsibility""",,number,#N/A,F3Q18,,number,numeric,3,monthly,and$in(data.F3Q5:[52]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2435,"audience who gave thumbs down to the Video ""Friendship with health : Ep1: Promo""",,number,#N/A,F3Q19,,number,numeric,3,monthly,and$in(data.F3Q5:[47]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2436,"audience who gave thumbs down to the Video ""Friendship with health : Ep2 : Sangeeta’s Race""",,number,#N/A,F3Q19,,number,numeric,3,monthly,and$in(data.F3Q5:[48]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2437,"audience who gave thumbs down to the Video ""Friendship with health : Ep3 : Change in Munni Mausi Attitude""",,number,#N/A,F3Q19,,number,numeric,3,monthly,and$in(data.F3Q5:[49]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2438,"audience who gave thumbs down to the Video ""Friendship with health : Ep4 : A solution to Sapna’s Dilemma""",,number,#N/A,F3Q19,,number,numeric,3,monthly,and$in(data.F3Q5:[50]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2439,"audience who gave thumbs down to the Video ""Friendship with health : Ep5:Basanti Mausi's Progressive Thinking""",,number,#N/A,F3Q19,,number,numeric,3,monthly,and$in(data.F3Q5:[51]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2440,"audience who gave thumbs down to the Video ""Friendship with health : Ep6:Madhu fulfills his responsibility""",,number,#N/A,F3Q19,,number,numeric,3,monthly,and$in(data.F3Q5:[52]),TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2441,"Percentage of audience who gave thumbs up to the Video ""Friendship with health : Ep1: Promo""",,percent,#N/A,2429,"2,42,92,435",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2442,"Percentage of audience who gave thumbs up to the Video ""Friendship with health : Ep2 : Sangeeta’s Race""",,percent,#N/A,2430,"2,43,02,436",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2443,"Percentage of audience who gave thumbs up to the Video ""Friendship with health : Ep3 : Change in Munni Mausi Attitude""",,percent,#N/A,2431,"2,43,12,437",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2444,"Percentage of audience who gave thumbs up to the Video ""Friendship with health : Ep4 : A solution to Sapna’s Dilemma""",,percent,#N/A,2432,"2,43,22,438",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2445,"Percentage of audience who gave thumbs up to the Video ""Friendship with health : Ep5:Basanti Mausi's Progressive Thinking""",,percent,#N/A,2433,"2,43,32,439",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2446,"Percentage of audience who gave thumbs up to the Video ""Friendship with health : Ep6:Madhu fulfills his responsibility""",,percent,#N/A,2434,"2,43,42,440",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2447,"Percentage of audience who gave thumbs down to the Video ""Friendship with health : Ep1: Promo""",,percent,#N/A,2435,"2,42,92,435",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2448,"Percentage of audience who gave thumbs down to the Video ""Friendship with health : Ep2 : Sangeeta’s Race""",,percent,#N/A,2436,"2,43,02,436",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2449,"Percentage of audience who gave thumbs down to the Video ""Friendship with health : Ep3 : Change in Munni Mausi Attitude""",,percent,#N/A,2437,"2,43,12,437",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2450,"Percentage of audience who gave thumbs down to the Video ""Friendship with health : Ep4 : A solution to Sapna’s Dilemma""",,percent,#N/A,2438,"2,43,22,438",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2451,"Percentage of audience who gave thumbs down to the Video ""Friendship with health : Ep5:Basanti Mausi's Progressive Thinking""",,percent,#N/A,2439,"2,43,32,439",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
2452,"Percentage of audience who gave thumbs down to the Video ""Friendship with health : Ep6:Madhu fulfills his responsibility""",,percent,#N/A,2440,"2,43,42,440",Percent,indicator,3,monthly,,TRUE,,data.F3Q3,org.sdrc.datum19.document.CFInputFormData,Media Demonstration,Media Demonstration
